Id,Nom_festival,Type,Region,Ville,Geocode,Annee,Site_internet,Genre_musique,Spectacle_vivant,Cinema_audiovisuel,Art,Livre_litterature
FEST_19272_6813,Les Nuits de Nacre,Musique,Nouvelle-Aquitaine,Tulle,"45.2731516999, 1.76313875655",1988,http://www.accordeon.org/,Musiques actuelles,,,,
FEST_55185_2154,Au Pré de mon Âne,Musique,Grand Est,Èvres,"48.9823527638, 5.1255521249",01/01/2015 00:00,http://anesartgonne.free.fr/,Musiques actuelles,,,,
FEST_01160_2210,Soloist Academy,Musique,Auvergne-Rhône-Alpes,Ferney-Voltaire,"46.2519789243, 6.10826403805",2016,https://soloist.academy,Musique classique,,,,
FEST_43157_3173,Les nuits de Saint-Jacques,Musique,Auvergne-Rhône-Alpes,Le Puy-en-Velay,"45.0276366659, 3.89535229067",2015,www.nuitsdesaintjacques.com,"Chanson ou variété française, Hip-hop, rap, slam, Musiques électroniques, techno, Pop, rock",,,,
FEST_92071_6289,Festival de l'Orangerie de Sceaux,Musique,Île-de-France,Sceaux,"48.776816369, 2.29529414514",01/01/1969 00:00,http://www.festival-orangerie.fr/,Musiques classiques,,,,
FEST_03275_6414,Médiélivres,"Livre, littérature",Auvergne-Rhône-Alpes,Souvigny,"46.5243440423, 3.18992960249",1994,https://www.souvigny.com,,,,,
FEST_67482_6448,Kings of Doc Expanded,"Cinéma, audiovisuel",Grand Est,Strasbourg,"48.5712679849, 7.76752679517",01/01/2004 00:00,https://fr-fr.facebook.com/kingsofdoc/,,,Documentaire,,
FEST_83137_6609,Jazz à Toulon,Musique,Provence-Alpes-Côte d'Azur,Toulon,"43.1361589728, 5.93239634249",1990,www.jazzatoulon.com,"Jazz, blues",,,,
FEST_73057_1075,Ça jazz à Brides,Musique,Auvergne-Rhône-Alpes,Brides-les-Bains,"45.4538077442, 6.56840188785",2012,http://www.jazzabrides.com,"jazz, blues et musiques improvisées",,,,
FEST_09122_2243,Foix Terre d'histoire,Spectacle vivant,Occitanie,Foix,"42.9658502274, 1.61037495894",1979,www.foixterredhistoire.fr,,,,,
FEST_34102_2258,Festapic,Musique,Occitanie,Fontanès,"43.7944026303, 3.91839771103",2016,https://www.festapic.com/,Musiques actuelles,,,,
FEST_13055_3701,Delta festival,Musique,Provence-Alpes-Côte d'Azur,Marseille,"43.296346, 5.369889",2015,www.delta-festival.com,"Chanson ou variété française, hip-hop, rap, slam, musique contemporaine, musiques électroniques, techno, pop, rock, rnb, variétés internationales",,,,
FEST_83119_6180,Les musicales dans les vignes de Provence,Musique,Provence-Alpes-Côte d'Azur,Saint-Tropez,"43.262314383, 6.66343039908",2013,http://lesmusicalesdanslesvignes.blogspot.com/,"Jazz, blues, musique classique, musiques du monde, opéra",,,,
FEST_05110_6907,Musiques en écrins,Musique,Provence-Alpes-Côte d'Azur,Vallouise-Pelvoux,"44.8144250588, 6.4647473741",1992,musiques-en-ecrins.com,"Musique classique, musiques du monde",,,,
FEST_47001_15,Pruneau Show,Musique,Nouvelle-Aquitaine,Agen,"44.2028139104, 0.625583928763",2005,www.grandpruneaushow.fr/,Musiques actuelles,,,,
FEST_30007_139,Les Fous Chantants d'Alès,Musique,Occitanie,alès,"44.1250099126, 4.08828501262",1998,https://www.fouschantants.org/,,,,,
FEST_74136_3082,Au bonheur des mômes,Spectacle vivant,Auvergne-Rhône-Alpes,Le Grand-Bornand,"45.9562174482, 6.47641784295",1992,www.aubonheurdesmomes.com,,,,,
FEST_75104_4787,ManiFeste,Musique,Île-de-France,Paris,"48.8567, 2.3508",2012,http://ircam.fr,Musique contemporaine,,,,
FEST_13103_6207,Guitare accoustic,Musique,Provence-Alpes-Côte d'Azur,Salon-De-Provence,"43.6462885238, 5.06814649576",2015,https://www.isabel-sauveur.com/festival-guitare-acoustic,,,Autres (guitare accoustic : tous tyle guitare),,
FEST_37261_6752,Quartier libre,Musique,Centre-Val de Loire,Tours,"47.3986382281, 0.696526376417",2017,http://www.quartierlibrefestival.com/,"Hip-hop, rap, slam, Musique contemporaine, Musiques du monde, Musiques électroniques, techno",,,,
FEST_06157_6963,Les nuits du sud,Musique,Provence-Alpes-Côte d'Azur,Vence,"43.7384640641, 7.10194436087",1998,www.nuitsdusud.com,"Chanson ou variété française, jazz, blues, hip-hop, rap, slam, musiques du monde, musiques traditionnelles, pop, rock",,,,
FEST_01053_977,Espace d'un été,Musique,Auvergne-Rhône-Alpes,Bourg-en-Bresse,"46.2051520382, 5.24602125501",1990,www.mjc-bourg.fr,Musiques actuelles,,,,
FEST_60137_1381,Celebration Days,Musique,Hauts-de-France,Cernoy,"49.4426355659, 2.53929202364",2009,celebrationdays.org,"Jazz, blues, Musiques du monde, Pop, rock",,,,
FEST_01213_3293,Leym'fest,Musique,Auvergne-Rhône-Alpes,Leyment,"45.9269989549, 5.2947657235",2013,http://www.leguidedesfestivals.com/index.php5?page=festival&festi=31352,Musiques amplifiées ou électroniques,,,,
FEST_75101_4607,36h Saint Eustache,Musique,Île-de-France,Paris,"48.8626304852, 2.33629344655",01/01/2005 00:00,http://36h-saint-eustache.com,Musiques actuelles,,,,
FEST_66136_4969,Diades François de Fossa,Musique,Occitanie,Perpignan,"42.6965954131, 2.89936953979",2017,https://www.friendsof2fossa.eu/evenementspasses.php,,,,,
FEST_44164_5904,Les Zendimanchés,Spectacle vivant,Pays de la Loire,Saint-Hilaire-de-Chaléons,"47.0958948849, -1.87983637967",1998,www.spectacles-en-retz.com,,"Cirque, Arts de la rue",,,
FEST_01053_978,Estivales de Brou,Musique,Auvergne-Rhône-Alpes,Bourg-en-Bresse,"46.2051520382, 5.24602125501",1989,www.estivalesdebrou.net,Opéra,,,,
FEST_44010_653,Les nuits salines,Musique,Pays de la Loire,Batz-sur-Mer,"47.2844487793, -2.474374647",1991,lesnuitssalines.com,,,,,
FEST_33119_1359,Festival des Hauts de Garonne,Musique,Nouvelle-Aquitaine,Cenon,"44.8548325665, -0.521018807062",1993,http://lerocherdepalmer.fr/,Musiques actuelles,,,,
FEST_38567_1459,Chamrousse en Piste,Spectacle vivant,Auvergne-Rhône-Alpes,Chamrousse,"45.1197427134, 5.89438297795",2008,https://www.chamrousse.com/festival-chamrousse-en-piste-office-du-tourisme-de-chamrousse-215248.html,,Cirque et Arts de la rue,,,
FEST_13055_3752,Marsatac,Musique,Provence-Alpes-Côte d'Azur,Marseille,"43.296346, 5.369889",1999,http://marsatac.com,Musiques électroniques et hip-hop,,,,
FEST_75116_4869,Solidays,Musique,Île-de-France,Paris,"48.8567, 2.3508",1999,solidays.org,"Musiques du monde, Musiques électroniques, techno, Hip-hop, rap, slam, Métal, hard rock, Pop, rock",,,,
FEST_07201_5572,Ardèche Aluna festival,Musique,Auvergne-Rhône-Alpes,Ruoms,"44.4479030757, 4.34786189328",2008,www.aluna-festival.fr,Musiques amplifiées ou électroniques,,,,
FEST_01053_982,Les Ain'pertinentes,"Arts visuels, arts numériques",Auvergne-Rhône-Alpes,Bourg-en-Bresse,"46.2051520382, 5.24602125501",2009,www.lesainpertinentes.fr,,,,Sculpture,
FEST_38112_1651,Festival des randonnées musicales du Ferrand,Musique,Auvergne-Rhône-Alpes,Clavans-en-haut-oisans,"45.1175117933, 6.16207850111",1999,"https://www.isere-tourisme.com/fetes-et-manifestations/festival-des-randonnees-musicales#:~:text=Sp%C3%A9cial%20COVID%2D19&text=Accueil%20dans%20le%20respect%20des,%2C%20conf%C3%A9rences%2C%20expositions%2C%20ateliers.",Musiques classiques,,,,
FEST_25380_3872,Festival de la Paille,Musique,Bourgogne-Franche-Comté,Métabief,"46.7648830862, 6.35324497812",2000,https://www.festivalpaille.fr/,"Hip-hop, rap, slam, Musiques électroniques, techno, Pop, rock",,,,
FEST_03186_4052,Festival de la chanson francaise de Montluçon,Musique,Auvergne-Rhône-Alpes,Montluçon,"46.3201872756, 2.95237432039",2006,https://www.chabriole.fr/,Chanson,,,,
FEST_06088_4407,Nice jazz festival,Musique,Provence-Alpes-Côte d'Azur,Nice,"43.7119992661, 7.23826889465",1948,www.nicejazzfestival.fr,Jazz,,,,
FEST_05106_5231,Lac & songs,Musique,Provence-Alpes-Côte d'Azur,Prunières,"44.5433412641, 6.33640431241",2017,http://www.helealea.com,"Jazz, blues",,,,
FEST_18269_6843,Festiv'Arcandiers,Musique,Centre-Val de Loire,Vailly-sur-Sauldre,"47.4563676608, 2.65132659906",2005,https://festival-arcandiers.pagesperso-orange.fr/,Musiques actuelles,,,,
FEST_03310_7041,Musiques vivantes,Musique,Auvergne-Rhône-Alpes,Vichy,"46.1300051383, 3.42442081174",1984,https://www.musiquesvivantes.com/,Musique classique,,,,
FEST_13019_1131,Maison des arts en balade,Spectacle vivant,Provence-Alpes-Côte d'Azur,Cabriès,"43.4496421919, 5.34976663984",2021,lefunnumusical.com,,,,,
FEST_91174_1808,Corbeil-Essonnes Jazz Festival,Musique,Île-de-France,Corbeil-Essonnes,"48.6034809251, 2.46934079002",01/01/2000 00:00,www.corbeilessonnesjazzfestival.com,Musiques actuelles,,,,
FEST_77131_1845,Jazz Aux Capucins,Musique,Île-de-France,Coulommiers,"48.8122991656, 3.09124381847",01/01/2006 00:00,www.coulommiers.fr,Musiques actuelles,,,,
FEST_13047_2639,Jazz au ranquet,Musique,Provence-Alpes-Côte d'Azur,Istres,"43.5502689105, 4.9511813524",2016,www.istres-tourisme.com,Jazz,,,,
FEST_05006_2996,Autour de Brassens,Musique,Provence-Alpes-Côte d'Azur,L'Argentière-La Bessée,"44.7821732712, 6.47214497323",2007,www.autour-de-brassens.com,"Chanson ou variété française, musique contemporaine, variétés internationales",,,,
FEST_69158_3552,Le festival des pavés,Musique,Auvergne-Rhône-Alpes,Lyon,"46.06919296, 4.31204805595",2014,http://www.artis-mbc.fr/,,,,,
FEST_75105_4683,Festival des Cultures Juives,Musique,Île-de-France,Paris,"48.8445086596, 2.34985938556",2005,www.festivaldesculturesjuives.org,"Musiques du monde, Musiques traditionnelles, Jazz, blues, Musique classique",,,,
FEST_56179_5176,L'Art chemin faisant,"Arts visuels, arts numériques",Bretagne,Pont-Scorff,"47.839096749, -3.41967999137",1998,www.pont-scorff.fr,,,,,
FEST_39073_1020,Les Nuits (Re)Belles,Musique,Bourgogne-Franche-Comté,Brainans,"46.8746666632, 5.6278782462",2014,http://www.moulindebrainans.com/wp-content/uploads/2017/06/Depliant_LesNuitsReBelles4.pdf,,,,,
FEST_06004_1222,Festival du jeune art russe,Musique,Provence-Alpes-Côte d'Azur,Cannes,"43.587465146, 7.10635418256",2019,www.palaisdesfestivals.com,Musique traditionnelle,,,,
FEST_81069_1818,Festival de musique de Cordes-sur-Ciel,Musique,Occitanie,Cordes-sur-Ciel,"44.0681683828, 1.95360871103",1971,https://www.festivalcordessurciel.com/,Musique classique,,,,
FEST_35238_5408,Transat en ville,Musique,Bretagne,Rennes,"48.1119791219, -1.68186449144",2003,transatenville.fr,"Chanson ou variété française, Musiques du monde, Musiques traditionnelles, Musiques électroniques, techno, Hip-hop, rap, slam, Jazz, blues, spectacle pour enfants",,,,
FEST_02383_2580,Voyages imaginaires,Spectacle vivant,Hauts-de-France,Homblières,"49.8577543083, 3.37495127984",2018,www.mclgauchy.fr,,Arts de la rue,,,
FEST_21492_5128,Rootstock festival à Pommard,Musique,Bourgogne-Franche-Comté,Pommard,"47.0136884402, 4.79517699243",2017,http://rootstockburgundy.com,,,,,
FEST_13082_5478,Psymind origins,Musique,Provence-Alpes-Côte d'Azur,Rognes,"43.6648781836, 5.35218247017",2017,www.psymind.fr,"Musiques électroniques, techno",,,,
FEST_31555_6684,Les Festives de music'halle,Musique,Occitanie,Toulouse,"43.5963814303, 1.43167293364",2014,"https://www.ladepeche.fr/2019/06/19/les-festives-font-exploser-les-rythmes-a-musichalle,8265208.php",,,,,
FEST_76254_2142,Hello Birds,Musique,Normandie,Etretat,"49.704733151, 0.205304793744",2013,https://etretat.hellobirdsfestival.fr/,"Chanson ou variété française, Musique contemporaine",,,,
FEST_05006_2998,La vallée des livres,"Livre, littérature",Provence-Alpes-Côte d'Azur,L'Argentière-La Bessée,"44.7821732712, 6.47214497323",2001,www.livreslargentiere.sitew.com,Musique traditionnelle,,,,
FEST_68297_5987,Conc'Air,Musique,Grand Est,Saint-Louis,"47.6016553367, 7.54061872745",01/01/2005 00:00,http://www.concair.alsace/,Musiques actuelles,,,,
FEST_40279_6099,Tempos du Monde,Musique,Nouvelle-Aquitaine,Saint-Paul-lès-Dax,"43.7464083139, -1.08127980711",2000,http://www.temposdumonde.com/,Musiques actuelles,,,,
FEST_88447_6261,Saulxures Festi'Lac,Musique,Grand Est,Saulxures-sur-Moselotte,"47.9512129215, 6.77493861259",01/01/2017 00:00,http://festilac.saulxures-sur-moselotte.fr/,Musiques amplifiées ou électroniques,,,,
FEST_03292_6794,Jazz dans le bocage,Musique,Auvergne-Rhône-Alpes,Tronget,"46.418633391, 3.08862365583",1998,www.jazzdanslebocage.com,"jazz, blues, Musiques du monde",,,,
FEST_56003_369,Les Musicales du Golfe,Musique,Bretagne,Arradon,"47.6335958588, -2.8220328139",1992,www.musicalesdugolfe.com,Musique classique,,,,
FEST_04018_607,Festival du paon,Spectacle vivant,Provence-Alpes-Côte d'Azur,Banon,"44.0269448077, 5.64964715248",2016,www.festivaldupaon.com,,Théâtre,,,
FEST_29058_2293,Festidreuz,Musique,Bretagne,Fouesnant,"47.8783078862, -4.01834628474",2004,Festidreuz,"Chanson ou variété française, Variétés internationales, Musiques électroniques, techno, Pop, rock",,,,
FEST_62588_4148,Les malins plaisirs,Spectacle vivant,Hauts-de-France,Montreuil-sur-Mer,"50.4655272073, 1.77098646216",1989,https://www.lesmalinsplaisirs.com/les-malins-plaisirs/,,,,,
FEST_38225_478,Vercors Music festival,Musique,Auvergne-Rhône-Alpes,Autrans,"45.1321769623, 5.52869303726",2015,www.vercorsmusicfestival.com,"Chanson ou variété française, Hip-hop, rap, slam, Musiques du monde, Pop, rock, Variétés internationales",,,,
FEST_75105_4774,Les Nuits des Arènes,Musique,Île-de-France,Paris,"48.8567, 2.3508",2015,http://www.nuitsdesarenes.com,"Chanson ou variété française, Musiques du monde, Musiques traditionnelles, Variétés internationales, RnB, Musiques électroniques, techno, Hip-hop, rap, slam, Métal, hard rock, Pop, rock, Jazz, blues, Musique contemporaine, Opéra, Musique classique",,,,
FEST_26235_5027,Festival du Rocher,Musique,Auvergne-Rhône-Alpes,Pierrelatte,"44.3606937732, 4.68715113615",2016,https://26.agendaculturel.fr/festival/festival-du-rocher-2022.html,Musiques actuelles,,,,
FEST_33009_309,Arcachon en Scène,Musique,Nouvelle-Aquitaine,Arcachon,"44.6529002838, -1.17429790933",2016,http://www.ville-arcachon.fr/,Musiques actuelles,,,,
FEST_09122_2245,Jazz à Foix,Musique,Occitanie,Foix,"42.9658502274, 1.61037495894",2000,jazzfoix.com,"Jazz, blues",,,,
FEST_08105_1485,Le Cabaret Vert,Musique,Grand Est,Charleville-Mézières,"49.7752965803, 4.71724655966",2005,www.cabaretvert.com,"Chanson ou variété française, Variétés internationales, RnB, Musiques électroniques, techno, Hip-hop, rap, slam, Métal, hard rock, Pop, rock",,,,
FEST_05046_2092,Liv'in Embrun,Musique,Provence-Alpes-Côte d'Azur,Embrun,"44.5804294908, 6.47559298927",2011,wwww.ville-embrun.fr,,,Musique du monde,,
FEST_05023_1070,Forts en fête,Musique,Provence-Alpes-Côte d'Azur,Briançon,"44.8994986041, 6.64947524018",2010,http://associationtousenscene.e-monsite.com/,,,,,
FEST_13050_2928,Festi'folk,Musique,Provence-Alpes-Côte d'Azur,Lambesc,"43.6615217681, 5.25191446931",2008,http://openagenda.com/cofals,"Musiques du monde, musiques traditionnelles",,,,
FEST_44109_4307,Les Rendez vous de l'Erdre,Musique,Pays de la Loire,Nantes,"47.2316356767, -1.54831008605",1987,rendezvouserdre.com,,,,,
FEST_78358_3616,Maisons-Laffitte Jazz Festival,Musique,Île-de-France,Maisons-Laffitte,"48.9523369002, 2.15161594901",2005,http://www.maisons-laffitte-jazz-festival.com/,"Jazz, blues",,,,
FEST_33506_6273,Ouvre La Voix,Musique,Nouvelle-Aquitaine,Sauveterre-de-Guyenne,"44.7005227855, -0.0766193491952",2013,fr-fr.facebook.com/FestivalOuvreLaVoix/,Musiques actuelles,,,,
FEST_84003_299,Insane festival,Musique,Provence-Alpes-Côte d'Azur,Apt,"43.879393265, 5.38921757843",2015,https://insanefestival.com/,"Musiques électroniques, techno, musiques actuelles",,,,
FEST_17299_5463,Stéréoparc,Musique,Nouvelle-Aquitaine,Rochefort,"45.9432344536, -0.972356445692",2018,stereoparc.com,Musiques actuelles,,,,
FEST_76564_5663,Pete the Monkey,Musique,Normandie,Saint-Aubin-sur-Mer,"49.8888204893, 0.875914099002",2010,www.petethemonkeyfestival.com,"Musiques du monde, Musiques électroniques, techno, Pop, rock, RnB",,,,
FEST_01443_7074,Les musicales du Parc des Oiseaux,Musique,Auvergne-Rhône-Alpes,Villars-les-Dombes,"45.9927150222, 5.04507856642",2010,http://musicales.parcdesoiseaux.com,Chanson ou variété française,,,,
FEST_69299_1755,Plane'r Fest,Musique,Auvergne-Rhône-Alpes,Colombier-saugnieu,"45.7178013267, 5.10337456661",2012,http://www.planerfest.com,Musiques amplifiées ou électroniques,,,,
FEST_26114_1952,Oasis Bizz'art,Musique,Auvergne-Rhône-Alpes,Dieulefit,"44.5310329912, 5.06528375642",1991,www.bizzartnomade.net,Musiques du monde,,,,
FEST_03312_7062,Hadra Trance festival,Musique,Auvergne-Rhône-Alpes,Vieure,"46.5001110432, 2.88222237454",2005,www.hadratrancefestival.net,"Musiques du monde, Musiques électroniques, techno",,,,
FEST_52529_7095,Chien à Plumes,Musique,Grand Est,Villegusien,"47.7309169271, 5.31298003747",1997,www.chienaplumes.fr,"Chanson ou variété française, Musiques du monde, Musiques traditionnelles, Musiques électroniques, techno, Hip-hop, rap, slam, Métal, hard rock, Pop, rock, Jazz, blues",,,,
FEST_13047_2641,Les nuits d'Istres,Musique,Provence-Alpes-Côte d'Azur,Istres,"43.5502689105, 4.9511813524",1992,www.istres.fr,Musiques actuelles,,,,
FEST_50267_3284,Les Heures Musicales de l'Abbaye de Lessay,Musique,Normandie,Lessay,"49.2167143742, -1.52478862014",1994,www.heuresmusicalesdelessay.com,"Musique classique, Musique contemporaine, Opéra",,,,
FEST_93055_4594,Camping,Spectacle vivant,Île-de-France,Pantin,"48.8983093876, 2.40872147475",02/01/2015 00:00,https://www.cnd.fr/fr/page/33-camping,,Danse,,,
FEST_09280_6265,Festival du conte de Saurat,Spectacle vivant,Occitanie,Saurat,"42.883738441, 1.50479848751",2001,https://spectaclesetcontes.org/,,,,,
FEST_77468_6587,Marvellous Island Festival,Musique,Île-de-France,Torcy,"48.8532553496, 2.65123227423",2013,www.marvellous-island.fr,"Musiques électroniques, techno, Hip-hop, rap, slam",,,,
FEST_12052_1244,Les Nuits & les Jours de Querbes,Musique,Occitanie,Capdenac-Gare,"44.5596095618, 2.06863929998",1998,www.querbes.fr,,,,,
FEST_61078_1378,Les Bichoiseries,Musique,Normandie,Cerisy-Belle-Etoile,"48.7831815078, -0.623679681205",2004,www.bichoiseries.com,"Chanson ou variété française, Métal, hard rock, Musique contemporaine, Musiques du monde, Pop, rock",,,,
FEST_05038_1561,Jazz and cheese,Musique,Provence-Alpes-Côte d'Azur,Chateau-Ville-Vieille,"44.7677289666, 6.8000656504",2010,www.jazzandcheese.fr,Jazz,,,,
FEST_03102_2029,Festi Domp,Musique,Auvergne-Rhône-Alpes,Dompierre-sur-Besbre,"46.5305895294, 3.67644076991",2013,festidomp.wixsite.com,"Chanson ou variété française, Musique contemporaine, Chansons festives",,,,
FEST_06064_2366,Festival opus - opéra lyrique de Gattières,Musique,Provence-Alpes-Côte d'Azur,Gattières,"43.7652195423, 7.16877468184",1990,https://opus-opera.com,Musiques lyriques,,,,
FEST_13055_3684,Art-o-rama,"Arts visuels, arts numériques",Provence-Alpes-Côte d'Azur,Marseille,"43.296346, 5.369889",2019,http://art-o-rama.fr,,,,Art contemporain,
FEST_75119_4656,Days Off,Musique,Île-de-France,Paris,"48.886868623, 2.38469432787",01/01/2010 00:00,www.daysoff.fr,Musiques actuelles,,,,
FEST_03264_6193,Les arts dans la Bulle,Spectacle vivant,Auvergne-Rhône-Alpes,Saint-Yorre,"46.0642575713, 3.46749665689",2010,https://www.ville-saint-yorre.fr/,,Arts de la rue,,,
FEST_08419_6367,Ardenn'Rock,Musique,Grand Est,Signy-l'Abbaye,"49.7029435011, 4.40415204398",1994,https://fr-fr.facebook.com/ArdennRock/,,,,,
FEST_04208_6372,Les riches heures musicales de la Rotonde,Musique,Provence-Alpes-Côte d'Azur,Simiane-La-Rotonde,"43.9838128235, 5.56248994589",1982,http://festival-simiane.com,Musiques vivantes,,,,
FEST_67551_7222,Wolfi Jazz,Musique,Grand Est,Wolfisheim,"48.5869426788, 7.66313638698",2011,https://www.wolfijazz.com/,"Jazz, blues",,,,
FEST_74243_5949,Guitare en scène,Musique,Auvergne-Rhône-Alpes,Saint-Julien-en-Genevois,"46.139365545, 6.07881171095",2007,http://www.guitare-en-scene.com,Musiques actuelles,,,,
FEST_49007_224,Tempo Rives,Musique,Pays de la Loire,Angers,"47.476837416, -0.556125995444",2009,www.temporives.fr,,,,,
FEST_33527_3185,Music O Teich,Musique,Nouvelle-Aquitaine,Le Teich,"44.5781043558, -1.02426702104",1989,http://www.comitedesfetesleteich.fr/,Musiques actuelles,,,,
FEST_35288_6011,La Route du Rock,Musique,Bretagne,Saint-Malo,"48.6400443482, -1.98060627256",1991,www.laroutedurock.com,Musiques indépendantes (pop - rock - punk - garage - électro),,,,
FEST_07278_6057,Festival de la Chabriole,Musique,Auvergne-Rhône-Alpes,Saint-Michel-de-Chabrillanoux,"44.8373734527, 4.61203758015",1976,https://www.chabriole.fr/,Musiques amplifiées ou électroniques,,,,
FEST_43244_6531,Musiques en Vivarais Lignon,Musique,Auvergne-Rhône-Alpes,Tence,"45.1133166621, 4.3002040908",2000,www.cc-hautlignon.fr,"Musique classique, Musiques du monde",,,,
FEST_42313_6783,Foreztival,Musique,Auvergne-Rhône-Alpes,Trelins,"45.7251404881, 4.00078301382",2005,www.foreztival.com,"Chanson ou variété française, jazz, blues, Hip-hop, rap, slam, Musiques du monde, Musiques électroniques, techno, Pop, rock",,,,
FEST_34270_5933,See you in the Pit,Musique,Occitanie,Saint-Jean-de-Vedas,"43.5716282319, 3.83221847952",2011,http://www.leguidedesfestivals.com/2010-see-you-in-the-pit-8258.html,hardcore,,,,
FEST_62160_960,Nocturnes d'Opale,Musique,Hauts-de-France,Boulogne-sur-Mer,"50.7271332663, 1.60756334802",2012,https://www.agglo-boulonnais.fr/information/agenda/festival-nocturnes-dopale-2022-harmonies-du-soir-1-1828,,,,,
FEST_33214_2899,Musical'océan Été,Musique,Nouvelle-Aquitaine,Lacanau,"44.983404414, -1.10810794832",2009,http://www.musicalocean.com/,Musiques classiques et savantes,,,,
FEST_09122_2242,Festival Résistances,"Cinéma, audiovisuel",Occitanie,Foix,"42.9658502274, 1.61037495894",1997,https://festival-resistances.fr/,,,,,
FEST_16230_4059,Respire Jazz Festival,Musique,Nouvelle-Aquitaine,Montmoreau,"45.4225777872, 0.127349505692",2009,http://www.respirejazzfestival.com/,Musiques actuelles,,,,
FEST_44110_4473,La Nuit De l'Erdre,Musique,Pays de la Loire,Nort-sur-Erdre,"47.447122285, -1.51824792558",1998,www.lanuitdelerdre.fr,"Chanson ou variété française, Hip-hop, rap, slam, Musiques électroniques, techno, Pop, rock, Variétés internationales",,,,
FEST_33318_4996,En bonne voix,Musique,Nouvelle-Aquitaine,Pessac,"44.7915990521, -0.676303166277",2006,http://www.pessac.fr/,Musiques actuelles,,,,
FEST_09280_6266,Festival occitan Festen'oc,Spectacle vivant,Occitanie,Saurat,"42.883738441, 1.50479848751",2002,www.festenoc.com,Musiques traditionnelles,,,,
FEST_2A004_83,Corsica polar,"Cinéma, audiovisuel",Corse,Ajaccio,"41.9347926638, 8.70132275974",2006,http://polarcorse.kazeo.com/,,,,,Polar
FEST_74010_267,Les pontons flingueurs,"Livre, littérature",Auvergne-Rhône-Alpes,Annecy,"45.8906432566, 6.12551773598",2012,http://pontons.histoiredenparler.info/,,,,,Littérature policière
FEST_74012_275,Les musical'été,Musique,Auvergne-Rhône-Alpes,Annemasse,"46.1909730986, 6.24250704322",2006,https://www.annemasse.fr/que-faire-a-annemasse/se-divertir/temps-forts/festival-les-musicalete,"jazz, blues et musiques improvisées",,,,
FEST_65059_567,Festival Piano Pic,Musique,Occitanie,Bagnères-De-Bigorre,"42.9758668859, 0.132640694318",2007,https://www.piano-pic.fr,,,,,
FEST_21048_618,Complètement Barges,Musique,Bourgogne-Franche-Comté,Barges,"47.2092455725, 5.05951734595",2019,https://completementbarges.wixsite.com/,"Hip-hop, rap, slam, Métal, hard rock, Musique contemporaine, Musiques électroniques, techno, Pop, rock",,,,
FEST_2B033_642,Festa Maio,Musique,Corse,Bastia,"42.6864768806, 9.42502133338",2019,https://festamaio.corsica/,Musiques actuelles,,,,
FEST_14060_740,Festival l'Estival Musical,Musique,Normandie,Bénouville,"49.2437018681, -0.287859699989",2020,https://www.facebook.com/FestivalEstivalMusical/,"Chanson ou variété française, Jazz, blues, Musique classique, Musiques du monde, Musiques traditionnelles, Opéra, Gospel, pop/rock en orchestre symphonique, ensemble vocal a cappella international",,,,
FEST_25056_779,Mardis des rives,Musique,Bourgogne-Franche-Comté,Besançon,"47.2553872249, 6.01948696494",2013,https://www.mardisdesrives.fr/,"Chanson ou variété française Musiques du monde Pop, rock Jazz, blues",,,,
FEST_57089_837,Euroclassic,Musique,Grand Est,Bitche,"49.0473471719, 7.459601871",1991,www.festival-euroclassic.eu,Musique classique,,,,
FEST_56034_1271,Festival International d'Orgue de Carnac,Musique,Bretagne,Carnac,"47.608433163, -3.06973611145",2018,https://www.facebook.com/orguecarnac,"Musique classique, Musique sacrée",,,,
FEST_79061_1355,Les Estivales d'Artenetra,Musique,Nouvelle-Aquitaine,Celles-sur-Belle,"46.2405369288, -0.218181064771",2007,http://www.artenetra.com,Musiques classiques et savantes,,,,
FEST_66049_1371,Les Planches,Spectacle vivant,Occitanie,Céret,"42.4739622057, 2.75268021455",2006,"https://www.villarddelans-correnconenvercors.com/offres/festival-des-planches-villard-de-lans-fr-3479359/#:~:text=Le%20Festival%20des%20Planches%20est,est%20un%20atelier%20th%C3%A9%C3%A2tre...",,Théâtre,,,
FEST_73065_1423,Cirq'ule,Spectacle vivant,Auvergne-Rhône-Alpes,Chambéry,"45.583182552, 5.90903392417",2003,http://arc-en-cirque.asso.fr/festival-cirqule/,,Arts du cirque,,,
FEST_39097_1449,Champagnole jazz festival,Musique,Bourgogne-Franche-Comté,Champagnole,"46.7445389751, 5.8988102947",2011,www.champagnole.fr,,,,,
FEST_49099_1635,Estijazz et musiques d'ailleurs,Musique,Pays de la Loire,Cholet,"47.0454402992, -0.877886189605",2001,www.ville-cholet.fr,"Jazz, blues et musiques improvisées",,,,
FEST_63113_1676,Jazz en tête,Musique,Auvergne-Rhône-Alpes,Clermont-Ferrand,"45.7856492991, 3.11554542903",1988,https://www.jazzentete.com/,"jazz, blues",,,,
FEST_60159_1771,En Voix !,Musique,Hauts-de-France,Compiègne,"49.3990601478, 2.85317249363",2018,http://www.theatresdecompiegne.com/,"Musique classique, Opéra, Chant lyrique",,,,
FEST_24142_1865,Les Bouffardises,Musique,Nouvelle-Aquitaine,Coux et Bigaroque-Mouzens,"44.8481194805, 0.967817151938",2016,http://www.facebook.com/associationbouffardises1/,Musiques actuelles,,,,
